1	0.100362	3
2	0.099573	5
1	0.165902	10
2	0.066568	12
1	0.066649	14
2	0.066617	16
1	0.266324	24
2	0.100352	26
2	0.09946	30
1	0.698439	40
1	0.09989	54
2	0.066516	56
1	0.132985	60
2	0.066674	62
1	0.133167	66
2	0.066768	68
1	0.199476	74
2	0.067409	76
1	0.099048	79
2	0.066559	81
1	0.099693	84
2	0.066515	86
2	0.067775	88
1	0.165403	93
2	0.066281	95
1	0.066548	97
2	0.066624	99
1	0.166597	104
2	0.100046	107
1	0.199409	113
2	0.066354	115
1	0.100184	118
2	0.066159	120
1	0.166506	125
2	0.100071	127
2	0.066152	130
1	0.100036	133
2	0.066439	135
1	0.06651	137
2	0.099834	140
1	0.166309	145
2	0.06668	147
1	0.134321	151
2	0.099009	154
1	0.165809	159
2	0.066715	161
1	0.200176	167
2	0.066005	169
1	0.266355	177
2	0.066503	179
1	0.133115	183
2	0.066505	185
1	0.5331	192
1	0.132837	204
2	0.099756	207
2	0.101017	211
1	0.131588	215
2	0.06676	217
1	0.132757	221
2	0.099853	224
1	0.266341	232
2	0.066545	234
1	0.066495	236
2	0.066677	238
1	0.09979	241
2	0.066785	243
1	0.199433	249
2	0.100009	251
2	0.066258	254
1	0.199669	260
2	0.067391	262
1	0.099003	265
2	0.099894	268
1	0.166276	273
2	0.066859	275
1	0.099508	278
2	0.066603	280
1	0.066558	282
2	0.366394	284
1	0.232786	300
2	0.066431	302
1	0.199694	308
2	0.066516	310
1	0.16707	315
2	0.06607	317
1	0.099905	320
2	0.066486	322
1	0.133599	326
2	0.066055	328
1	0.232709	335
2	0.066516	337
1	0.465837	341
1	0.19976	357
2	0.066397	359
1	0.066758	361
2	0.099707	364
1	0.166744	369
2	0.066267	371
1	0.232942	378
2	0.066456	380
1	0.166544	385
2	0.099698	388
1	0.133614	392
2	0.066717	394
1	0.106791	397
2	0.391802	400
1	0.166249	414
2	0.066865	416
1	0.066326	418
2	0.066437	420
1	0.199677	426
2	0.066638	428
1	0.266935	436
2	0.065838	438
1	0.066954	440
2	0.066495	442
1	0.165953	447
2	0.066582	449
1	0.067029	451
2	0.099638	454
1	0.132884	458
2	0.066566	460
1	0.133074	464
2	0.066727	466
1	0.166219	471
2	0.066546	473
1	0.066482	475
2	0.39929	477
1	0.233422	494
2	0.099761	496
2	0.066292	499
1	0.099912	502
2	0.066574	504
1	0.133314	508
2	0.099557	511
1	0.26639	519
2	0.066239	521
1	0.099958	524
2	0.0664	526
1	0.53243	533
1	0.166858	547
2	0.099531	550
1	0.19958	556
2	0.066973	558
1	0.132553	562
2	0.068124	564
1	0.06522	566
2	0.099994	569
1	0.166104	574
2	0.066481	576
1	0.099951	579
2	0.39912	581
2	0.066989	592
1	0.132935	596
2	0.066482	598
1	0.100481	601
2	0.099451	604
1	0.099485	607
2	0.133053	611
1	0.499198	626
2	0.0666	628
1	0.099872	631
2	0.099818	634
1	0.099982	637
2	0.099514	640
1	0.166385	645
2	0.066901	647
1	0.166722	652
2	0.066133	654
1	0.099639	657
2	0.099925	660
1	0.133091	664
2	0.099941	667
1	0.099877	670
2	0.099657	673
1	0.266301	681
2	0.066567	683
1	0.166485	688
2	0.066359	690
1	0.432963	693
1	0.133037	707
2	0.099433	710
1	0.233023	717
2	0.100057	719
2	0.067485	722
1	0.131866	726
2	0.066533	728
1	0.100122	731
2	0.066771	733
1	0.099802	736
2	0.066102	738
1	0.100295	741
2	0.068439	743
1	0.097436	746
2	0.099882	749
1	0.100014	752
2	0.066459	754
1	0.16627	759
2	0.099813	762
1	0.266256	770
2	0.066823	772
1	0.066278	774
2	0.066564	776
1	0.333457	786
2	0.099543	789
1	0.232644	796
2	0.066365	798
1	0.133617	802
2	0.066046	804
1	0.099939	807
2	0.06661	809
1	0.366014	811
1	0.102313	823
2	0.063996	825
1	0.066738	827
2	0.067184	829
1	0.066074	831
2	0.066153	833
2	0.066762	835
2	0.066444	837
1	0.066529	839
2	0.066833	841
2	0.066402	843
1	0.199553	849
2	0.06743	851
1	0.098848	854
2	0.066862	856
1	0.765264	870
1	0.299376	888
2	0.066691	890
1	0.166191	895
2	0.073697	897
1	0.093532	900
2	0.098958	903
1	0.100418	906
2	0.366037	908
2	0.067207	919
1	0.099159	922
2	0.066199	924
1	0.134675	928
2	0.065179	930
1	0.132772	934
2	0.066577	936
1	0.099879	939
2	0.0671	941
1	0.09947	944
2	0.099739	947
1	0.166229	952
2	0.066561	954
1	0.067997	956
2	0.065165	958
1	0.067261	960
2	0.065675	962
1	0.133181	966
2	0.099985	969
1	0.132968	973
2	0.066568	975
1	0.466888	979
2	0.065432	991
1	0.199894	997
2	0.066693	999
1	0.100089	1002
2	0.066653	1004
1	0.166316	1009
2	0.065966	1011
1	0.066544	1013
2	0.066652	1015
1	0.100128	1018
2	0.133046	1021
2	0.066373	1024
1	0.200056	1030
2	0.132642	1033
2	0.099714	1037
1	0.732275	1041
1	0.366246	1061
1	0.199527	1076
2	0.066465	1078
1	0.066483	1080
2	0.066539	1082
1	0.19973	1088
2	0.0667	1090
1	0.233779	1097
2	0.09873	1100
1	0.099961	1103
2	0.066387	1105
1	0.233367	1112
2	0.066323	1114
1	0.200978	1120
2	0.464509	1123
2	0.066473	1136
1	0.099771	1139
2	0.099966	1142
1	0.099689	1145
2	0.066646	1147
2	0.066601	1149
1	0.332896	1151
1	0.365756	1161
1	0.200565	1176
2	0.065817	1177
1	0.099786	1180
2	0.099769	1182
1	0.39933	1186
1	0.266293	1203
2	0.100118	1206
1	0.166299	1211
2	0.066278	1213
1	0.366025	1224
2	0.066622	1226
1	0.199679	1232
2	0.066685	1234
1	0.200401	1240
2	0.065636	1242
1	0.299506	1251
2	0.066593	1253
1	0.432451	1257
1	0.232981	1273
2	0.067709	1275
1	0.098636	1278
2	0.49913	1281
1	0.10002	1296
2	0.066393	1298
1	0.233312	1305
2	0.066342	1307
1	0.465892	1321
2	0.066465	1323
1	0.099707	1326
2	0.0666	1328
1	0.09995	1331
2	0.066537	1333
1	0.100234	1336
2	0.066044	1338
1	0.399382	1340
1	0.266391	1358
2	0.066348	1360
1	0.167145	1365
2	0.066069	1367
1	0.132845	1371
2	0.067308	1373
1	0.099095	1376
2	0.066514	1378
1	0.532425	1385
2	0.066457	1396
1	0.100344	1399
2	0.099518	1401
1	0.43369	1406
1	0.132285	1419
2	0.466595	1421
1	0.298514	1440
2	0.066759	1444
2	0.066237	1446
2	0.099829	1448
2	0.099842	1452
1	0.09992	1455
2	0.066542	1457
1	0.199616	1463
2	0.100005	1466
1	0.332599	1476
2	0.09975	1478
2	0.066863	1481
1	0.099785	1484
2	0.099547	1487
1	0.233048	1494
2	0.066587	1496
1	0.066406	1498
2	0.099929	1501
1	0.100769	1504
2	0.065445	1506
1	0.266266	1514
2	0.099823	1517
1	0.133166	1521
2	0.066732	1523
1	0.099631	1526
2	0.100661	1529
1	0.166058	1534
2	0.06617	1536
1	0.099789	1539
2	0.066835	1541
1	0.135047	1545
2	0.064624	1547
1	0.432168	1550
2	0.06664	1562
1	0.100043	1565
2	0.066278	1567
1	0.100239	1570
2	0.099487	1573
1	0.133126	1577
2	0.100039	1580
1	0.266639	1588
2	0.06594	1590
1	0.266566	1598
2	0.099506	1601
1	0.100327	1604
2	0.066073	1606
1	0.067127	1608
2	0.065833	1610
1	0.332959	1620
2	0.100427	1623
1	0.13236	1627
2	0.066512	1629
1	0.266326	1637
2	0.066635	1639
1	0.199655	1645
2	0.066328	1647
1	0.066637	1649
2	0.066571	1651
1	0.199617	1657
2	0.066682	1659
1	0.09979	1662
2	0.066512	1664
1	0.099877	1667
2	0.095514	1669
1	0.066605	1671
2	0.06663	1673
1	0.133009	1677
2	0.066659	1679
1	0.066349	1681
2	0.067306	1683
1	0.53217	1689
1	0.16661	1704
2	0.066438	1706
1	0.09939	1709
2	0.066419	1711
1	0.101437	1714
2	0.09832	1717
1	0.066487	1719
2	0.066652	1721
1	0.066488	1723
2	0.066555	1725
1	0.100134	1728
2	0.066302	1730
1	0.066518	1732
2	0.099724	1735
1	0.233087	1742
2	0.067333	1744
1	0.065723	1746
2	0.067267	1748
1	0.065789	1750
2	0.066602	1752
1	0.36628	1754
1	0.333519	1773
2	0.065669	1775
1	0.066365	1777
2	0.100106	1779
2	0.099679	1783
1	0.099851	1786
2	0.099733	1789
1	0.233265	1796
2	0.067192	1798
1	0.198885	1804
2	0.066347	1806
1	0.099912	1809
2	0.066583	1811
1	0.099847	1814
2	0.066508	1816
1	0.066624	1818
2	0.066465	1820
1	0.100625	1823
2	0.065709	1825
1	0.299448	1827
1	0.133409	1838
2	0.066532	1840
1	0.432259	1844
1	0.266287	1861
2	0.066559	1863
1	0.099911	1866
2	0.066666	1868
1	0.266462	1876
2	0.066026	1878
1	0.066713	1880
2	0.099954	1883
1	0.0997	1886
2	0.299637	1888
1	0.100418	1898
2	0.065845	1900
1	0.066799	1902
2	0.066436	1904
1	0.066444	1906
